index,attr_1,attr_2,utility
1,1,1,1.0
1,1,2,2.309727310123603
1,1,3,3.408282504348605
1,2,1,2.5712894124605485
1,2,2,4.931619780626805
1,2,3,6.690126949706969
1,3,1,3.7039104502748286
1,3,2,6.98840655779078
1,3,3,9.262740637112612
2,1,1,1.4764631290043597
2,1,2,3.410227211451918
2,1,3,5.032203450901356
2,2,1,3.796414011497283
2,2,2,7.281354772364048
2,2,3,9.877725769600742
2,3,1,5.468687212964721
2,3,2,10.318124613070362
2,3,3,13.676095024227122
3,1,1,3.5898740560335547
3,1,2,8.291630147124888
3,1,3,12.23530493799413
3,2,1,9.230605152345886
3,2,2,17.703893904694066
3,2,3,24.016713168323953
3,3,1,13.29657203131317
3,3,2,25.087499394827876
3,3,3,33.25207230093829
4,1,1,1.9730501995977467
4,1,2,4.557207930255742
4,1,3,6.724712475490523
4,2,1,5.073283088478859
4,2,2,9.730333392505917
4,2,3,13.199956313453601
4,3,1,7.308001253206931
4,3,2,13.788476953719298
4,3,3,18.2758522628772
5,1,1,1.0420516393284414
5,1,2,2.406855129915972
5,1,3,3.5516063709509096
5,2,1,2.67941634744238
5,2,2,5.139002476946732
5,2,3,6.971457755257533
5,3,1,3.859665956634631
5,3,2,7.282280509839514
5,3,3,9.65225406557737
6,1,1,0.5861708728591328
6,1,2,1.353894873441729
6,1,3,1.9978359305245328
6,2,1,1.5072149592754465
6,2,2,2.8907718714193793
6,2,3,3.921557553648142
6,3,1,2.17112442162966
6,3,2,4.096400371874709
6,3,3,5.4295487643240605
7,1,1,3.117187615428688
7,1,2,7.199853366134711
7,1,3,10.624256012437744
7,2,1,8.015191512204929
7,2,2,15.372784104173022
7,2,3,20.854380873272273
7,3,1,11.545783784253588
7,3,2,21.784174373526046
7,3,3,28.873700398935476
8,1,1,1.3504191962620946
8,1,2,3.1191000977217254
8,1,3,4.602610120156601
8,2,1,3.4723185817322078
8,2,2,6.659754020424298
8,2,3,9.034475858314666
8,3,1,5.001831773286907
8,3,2,9.437278366924575
8,3,3,12.50858276635386
9,1,1,0.7742583388171477
9,1,2,1.7883256302568995
9,1,3,2.6388911500364984
9,2,1,1.990842269109824
9,2,2,3.8183477390258966
9,2,3,5.179886578555949
9,3,1,2.8677835523572623
9,3,2,5.410832052413951
