kind,label,seed_a,step_a,seed_b,step_b,layer,family,module,cosine,diff_fro,fro_a,fro_b,rel_norm_change,rel_diff_fro,d_eff_rank,d_energy_share,d_rank90
within_seed,seed1 2k->selected(4000),1,2000,1,4000,15,attention,o_proj,0.9278503868,0.01466692294,0.03358454504,0.03879241444,0.1550674393,0.4367164397,0.2492156776,4.261772066e-05,1
within_seed,seed1 2k->selected(4000),1,2000,1,4000,15,mlp,gate_proj,0.909166676,0.03277759035,0.0655226139,0.0777329926,0.1863536567,0.5002485157,0.696610583,0.0008683716091,1
within_seed,seed1 2k->selected(4000),1,2000,1,4000,15,mlp,up_proj,0.9226321062,0.03096065304,0.06881278446,0.0794325713,0.1543286893,0.4499258864,0.7751265785,0.0001607768892,1
within_seed,seed1 2k->selected(4000),1,2000,1,4000,15,mlp,down_proj,0.9559935858,0.01253407051,0.04024212478,0.04267936706,0.06056445298,0.3114664192,0.273752809,-0.0007001715384,1
within_seed,seed1 2k->selected(4000),1,2000,1,4000,16,attention,q_proj,0.9141485609,0.01375741818,0.02850146602,0.03352276159,0.1761767469,0.4826915981,1.11726172,0.00012045318,1
within_seed,seed1 2k->selected(4000),1,2000,1,4000,16,attention,k_proj,0.898231415,0.005763406591,0.01029592111,0.01281723503,0.2448847357,0.5597757139,0.7749283213,5.531256813e-05,1
within_seed,seed1 2k->selected(4000),1,2000,1,4000,16,attention,v_proj,0.9304224493,0.00528676113,0.01211675244,0.01414257126,0.1671915665,0.436318325,0.06199373421,1.482884457e-05,1
within_seed,seed1 2k->selected(4000),1,2000,1,4000,16,attention,o_proj,0.9370943281,0.01327295331,0.03390560429,0.03778015291,0.1142745778,0.3914678291,0.2486409565,-0.0001955165623,0
within_seed,seed1 2k->selected(4000),1,2000,1,4000,16,mlp,gate_proj,0.9115992621,0.03257757797,0.06745799793,0.07859175008,0.1650471774,0.4829312902,0.05036951915,0.000408522046,1
within_seed,seed1 2k->selected(4000),1,2000,1,4000,16,mlp,up_proj,0.92989564,0.02944683778,0.07076236894,0.07957319687,0.1245129023,0.4161369697,0.496765236,-0.0005939085584,1
within_seed,seed1 2k->selected(4000),1,2000,1,4000,16,mlp,down_proj,0.9586643191,0.01237273031,0.04125919137,0.04346010954,0.05334370593,0.299878158,0.1995835658,-0.0007943544496,0
within_seed,seed1 2k->selected(4000),1,2000,1,4000,17,attention,q_proj,0.9188619075,0.01300653731,0.02955371147,0.03291638053,0.1137816162,0.4400982706,0.8606052118,-0.0001507012703,1
within_seed,seed1 2k->selected(4000),1,2000,1,4000,17,attention,k_proj,0.9048765041,0.004991901776,0.01066989915,0.01172622615,0.09900065435,0.4678490121,2.254853372,-2.800404804e-05,2
within_seed,seed1 2k->selected(4000),1,2000,1,4000,17,attention,v_proj,0.9384680163,0.004763922912,0.01258215944,0.01376039063,0.09364300291,0.3786252222,0.5428178549,-4.311709603e-05,1
within_seed,seed1 2k->selected(4000),1,2000,1,4000,17,attention,o_proj,0.9514140376,0.01173537174,0.03483840564,0.03790443121,0.0880070577,0.336851573,0.4203548424,-0.0003640725012,0
within_seed,seed1 2k->selected(4000),1,2000,1,4000,17,mlp,gate_proj,0.9305052242,0.02764820317,0.06944910252,0.07545536392,0.08648436312,0.3981074221,1.04497277,-0.001482645297,1
within_seed,seed1 2k->selected(4000),1,2000,1,4000,17,mlp,up_proj,0.9464281303,0.02560608461,0.07581275845,0.07925800328,0.04544412974,0.3377542927,0.5237453455,-0.002895956967,1
within_seed,seed1 2k->selected(4000),1,2000,1,4000,17,mlp,down_proj,0.9675052047,0.01133700459,0.04369880267,0.0448167032,0.02558194869,0.2594351308,0.131926478,-0.001138533392,0
within_seed,seed1 2k->selected(4000),1,2000,1,4000,18,attention,q_proj,0.9567107762,0.0124478459,0.04040897105,0.04273844544,0.05764745618,0.3080465941,0.04477248839,-0.000728643556,0
within_seed,seed1 2k->selected(4000),1,2000,1,4000,18,attention,k_proj,0.9486505495,0.004498634024,0.01275013394,0.01408816227,0.104942296,0.3528303346,0.8494971686,-3.520806786e-05,0
within_seed,seed1 2k->selected(4000),1,2000,1,4000,18,attention,v_proj,0.9617124153,0.003715222548,0.01335351063,0.01348230147,0.009644717329,0.2782206605,0.4769546905,-0.0001193025453,1
within_seed,seed1 2k->selected(4000),1,2000,1,4000,18,attention,o_proj,0.9678421087,0.009919842656,0.03887279018,0.03928968579,0.01072461245,0.2551873074,0.2338594743,-0.00100359515,1
within_seed,seed1 2k->selected(4000),1,2000,1,4000,18,mlp,gate_proj,0.9474882577,0.02556738038,0.07588594914,0.07994927788,0.05354520538,0.3369185029,0.1898199816,-0.002681683753,0
within_seed,seed1 2k->selected(4000),1,2000,1,4000,18,mlp,up_proj,0.9580789423,0.02455932298,0.08272301032,0.08569307385,0.03590371667,0.2968862337,0.06946324505,-0.003753049115,1
within_seed,seed1 2k->selected(4000),1,2000,1,4000,18,mlp,down_proj,0.9733986547,0.01077558501,0.0466575137,0.04677116745,0.002435915264,0.2309506906,0.005391665367,-0.001527369968,0
within_seed,seed1 2k->selected(4000),1,2000,1,4000,19,attention,q_proj,0.9475827196,0.01160391055,0.03418830813,0.03631126485,0.06209598644,0.3394116641,-0.01276169881,-0.0004968245737,0
within_seed,seed1 2k->selected(4000),1,2000,1,4000,19,attention,k_proj,0.9567044429,0.003661955027,0.01242473278,0.01246288225,0.003070445845,0.2947310894,0.758223907,-0.0001078705522,0
within_seed,seed1 2k->selected(4000),1,2000,1,4000,19,attention,v_proj,0.9662672663,0.003625046296,0.01398706412,0.01392116088,-0.004711727994,0.2591713504,0.2644466836,-0.0001435356696,1
within_seed,seed1 2k->selected(4000),1,2000,1,4000,19,attention,o_proj,0.9689693885,0.01011030248,0.04048652638,0.04066838393,0.004491804233,0.2497201755,0.1145287823,-0.001134878428,0
within_seed,seed1 2k->selected(4000),1,2000,1,4000,19,mlp,gate_proj,0.9484104864,0.02526988383,0.07628047408,0.07967217132,0.0444635051,0.3312759148,0.007445087767,-0.002958575324,0
