seed,step,role,layer,family,module,sub_block,a_rows,a_cols,b_rows,b_cols,n_trainable,base_rows,base_cols,base_numel,rank,alpha,scale,delta_fro,delta_spec,delta_rms,base_fro,base_spec,rel_fro,rel_spec,energy,energy_share,energy_rank,energy_cumshare,norm_energy_share,norm_energy_rank,stable_rank,eff_rank_entropy,energy_top1,energy_top2,energy_top4,energy_top8,energy_top16,rank90,rank95,rank99,sv01,sv02,sv03,sv04,sv05,sv06,sv07,sv08,sv09,sv10,sv11,sv12,sv13,sv14,sv15,sv16
2,2000,first_saved,4,mlp,down_proj,mlp,16,18944,3584,16,360448,3584,18944,67895296,16,32,2,0.02269605165,0.01191821199,2.754421934e-06,128.6131043,8.405113638,0.0001764676451,0.001417971548,0.0005151107605,0.001753020472,115,0.9475105953,0.0007685040938,192,3.626422578,10.09300859,0.2757538534,0.4219348509,0.6402423134,0.8556476469,1,10,13,16,0.01191821199,0.008677522962,0.008153674409,0.006780126599,0.00608269284,0.005494179132,0.00476187091,0.004593150777,0.003697259163,0.003577171643,0.003491086199,0.003080392584,0.002844984357,0.002534442356,0.002485908812,0.002349040254
2,2000,first_saved,5,attention,q_proj,self_attn,16,3584,3584,16,114688,3584,3584,12845056,16,32,2,0.01956925442,0.01270069956,5.460171433e-06,63.17059862,5.959921879,0.0003097842167,0.002131017791,0.0003829557184,0.001303271579,131,0.9717167407,0.003019936464,145,2.374068652,8.15564746,0.4212178106,0.5369191406,0.6843088668,0.8583788264,1,10,12,15,0.01270069956,0.006656461967,0.005899493173,0.004651851113,0.004530369979,0.004133162855,0.003952596892,0.003664802437,0.003319782138,0.003058174517,0.002992043721,0.002604022413,0.002416837671,0.002189813727,0.00202163648,0.001845153802
2,2000,first_saved,5,attention,k_proj,self_attn,16,3584,512,16,65536,512,3584,1835008,16,32,2,0.006358399402,0.003442469412,4.693845858e-06,26.62700992,2.659283425,0.0002387950964,0.00129451016,4.042924295e-05,0.0001375884489,196,1,0.002231736397,172,3.411578974,10.42707869,0.2931194053,0.4105558619,0.6081348714,0.8325575445,1,11,13,15,0.003442469412,0.002178960081,0.002025767576,0.001970846393,0.001718725651,0.001557796753,0.001481336531,0.001223982136,0.001163106237,0.001092572032,0.001030019239,0.0009291310487,0.000866107985,0.0007756806895,0.0007554734629,0.0006133955382
2,2000,first_saved,5,attention,v_proj,self_attn,16,3584,512,16,65536,512,3584,1835008,16,32,2,0.007377242398,0.004492147056,5.445967842e-06,19.82753294,1.545035145,0.0003720706162,0.002907472409,5.44237054e-05,0.0001852142822,187,0.9985702416,0.003004245326,147,2.696995223,7.198105076,0.3707830075,0.5746927963,0.7894098583,0.91450928,1,8,11,15,0.004492147056,0.003331294984,0.002691527094,0.002107458191,0.001598655589,0.00126171973,0.001238003693,0.001062113252,0.001027670916,0.0008820259287,0.0008294155188,0.0007624536983,0.0007166167762,0.0006556036379,0.0005610780265,0.0005396429157
2,2000,first_saved,5,attention,o_proj,self_attn,16,3584,3584,16,114688,3584,3584,12845056,16,32,2,0.02096596728,0.01155950884,5.849879262e-06,53.3628664,4.012816913,0.0003928943231,0.00288064696,0.0004395717838,0.001495946882,124,0.9623329213,0.00346640302,123,3.289660228,8.04035875,0.3039827614,0.5120050619,0.7499149837,0.9134516523,1,8,11,15,0.01155950884,0.009562464834,0.008080545743,0.006267636652,0.005271102389,0.004451807365,0.003669540338,0.003288992195,0.002807223388,0.002752805779,0.0023213951,0.002134248538,0.002079069723,0.001753344846,0.001715420633,0.001517385822
2,2000,first_saved,5,mlp,gate_proj,mlp,16,3584,18944,16,360448,18944,3584,67895296,16,32,2,0.04493259611,0.03028986447,5.453077486e-06,149.2553909,21.12279898,0.0003010450466,0.001433989146,0.002018938193,0.006870832947,51,0.6978179343,0.003012094457,146,2.200535421,7.124166429,0.4544348574,0.5698981667,0.744721355,0.8918568415,1,9,11,14,0.03028986447,0.01526804785,0.01402733044,0.01249764828,0.009565595156,0.009023224774,0.008191403116,0.00755242824,0.007085509393,0.006720193918,0.006029364475,0.005743814102,0.004671916821,0.00387910871,0.003093323333,0.002679799717
2,2000,first_saved,5,mlp,up_proj,mlp,16,3584,18944,16,360448,18944,3584,67895296,16,32,2,0.047213755,0.03512007656,5.729921855e-06,133.8345989,6.229262294,0.0003527769006,0.005637919051,0.002229138661,0.007586185357,45,0.6554118352,0.003325696759,128,1.807283053,5.482512454,0.5533167581,0.6808530926,0.8019830186,0.9159981957,1,8,11,15,0.03512007656,0.0168610846,0.01325430345,0.009712818401,0.009344725389,0.007910070252,0.007501211601,0.006927796161,0.006430089508,0.005678828233,0.00543963154,0.005206911381,0.004244646109,0.004033368063,0.00362768929,0.003083796843
2,2000,first_saved,5,mlp,down_proj,mlp,16,18944,3584,16,360448,3584,18944,67895296,16,32,2,0.02297145175,0.01405098684,2.787844844e-06,131.9044806,8.422495259,0.0001741521716,0.001668268893,0.0005276875956,0.001795821848,114,0.9457575748,0.0007872677268,191,2.672780111,8.638197548,0.3741422632,0.5197839642,0.6862292379,0.8614730491,1,10,12,15,0.01405098684,0.008766602479,0.006718172886,0.006534313991,0.005582042225,0.005182673148,0.004437095176,0.003842769237,0.003792238703,0.003649507584,0.00324462714,0.003089759121,0.002920638862,0.002579541262,0.002417559269,0.002072679348
2,2000,first_saved,6,attention,q_proj,self_attn,16,3584,3584,16,114688,3584,3584,12845056,16,32,2,0.01945474014,0.01085204435,5.428219904e-06,64.21732134,5.504467816,0.0003029515983,0.001971497465,0.0003784869138,0.001288063382,132,0.9730048041,0.002984696081,148,3.213865878,9.105575103,0.3111517525,0.4739840579,0.6861680543,0.8758194691,1,9,12,15,0.01085204435,0.007850471116,0.007114392074,0.00544924686,0.004900880109,0.004204547848,0.004051910509,0.003696721721,0.003268065562,0.002833902157,0.002568034989,0.002486201939,0.002211493051,0.002052026456,0.00185292278,0.001725865356
2,2000,first_saved,6,attention,k_proj,self_attn,16,3584,512,16,65536,512,3584,1835008,16,32,2,0.007672375381,0.004318444275,5.663838511e-06,28.53071619,2.983757002,0.0002689163262,0.001447317685,5.886534399e-05,0.0002003300281,182,0.9976282709,0.003249428411,130,3.15649457,8.919657564,0.3168071346,0.4845163495,0.689759157,0.8858827547,1,9,12,15,0.004318444275,0.003142015376,0.002600307169,0.002306532265,0.002021437453,0.001889811146,0.001436061442,0.001350931174,0.001103781489,0.001090798033,0.001054983636,0.0009367056531,0.0008196058535,0.000791455412,0.0007340209033,0.0006942815811
