index,attr_1,attr_2,utility
1,1,1,1.0
1,1,2,1.191532781527188
1,1,3,1.2087166899859147
1,2,1,1.29663248832941
1,2,2,1.6514509415195255
1,2,3,1.5636202723044499
1,3,1,1.4939058709397377
1,3,2,1.7660578512545326
1,3,3,2.1668298916420587
2,1,1,1.6071809636024648
2,1,2,1.9150088039787907
2,1,3,1.9426264545339442
2,2,1,2.083923052031523
2,2,2,2.6541805155335485
2,2,3,2.513020735950614
2,3,1,2.400977077188307
2,3,2,2.838374559156958
2,3,3,3.482487753211908
3,1,1,2.1217555168379874
3,1,2,2.5281412526986236
3,1,3,2.564601305271766
3,2,1,2.751137135424293
3,2,2,3.5039751459563413
3,2,3,3.3176199390016827
3,3,1,3.1697030233030477
3,3,2,3.747142988954346
3,3,3,4.597483276640997
4,1,1,0.5945735102195111
4,1,2,0.7084538284542378
4,1,3,0.7186709252258339
4,2,1,0.7709433300506766
4,2,2,0.9819089832545808
4,2,3,0.9296871939544444
4,3,1,0.8882368576221757
4,3,2,1.0500512158711346
4,3,3,1.2883396547221815
5,1,1,0.4256445034689434
5,1,2,0.5071693791601088
5,1,3,0.5144836153436795
5,2,1,0.5519044916766723
5,2,2,0.7029310160063975
5,2,3,0.6655463744190017
5,3,1,0.6358728226654842
5,3,2,0.7517128171946647
5,3,3,0.9222992333296485
6,1,1,1.883729051010784
6,1,2,2.2445249157944493
6,1,3,2.276894743368063
6,2,1,2.442504286750511
6,2,2,3.110886114859441
6,2,3,2.9454369316892848
6,3,1,2.8141138885647514
6,3,2,3.3267744801738446
6,3,3,4.081720415484694
7,1,1,0.16437137985310163
7,1,2,0.19585388743982812
7,1,3,0.1986784301844585
7,2,1,0.21312927126906583
7,2,2,0.2714512700172682
7,2,3,0.2570144217249649
7,3,1,0.24555536937701425
7,3,2,0.2902893659111112
7,3,3,0.3561648191961518
8,1,1,0.14644039256664226
8,1,2,0.17448852828286457
8,1,3,0.17700494658338983
8,2,1,0.18987937060562102
8,2,2,0.2418391241806703
8,2,3,0.2289771665014237
8,3,1,0.21876816219802683
8,3,2,0.2586222050331145
8,3,3,0.317311419957198
9,1,1,0.8086964084745228
9,1,2,0.963588281000695
9,1,3,0.9774848460548226
9,2,1,1.0485820364233776
9,2,2,1.3355224451787093
9,2,3,1.264494098430564
9,3,1,1.20811631242797
9,3,2,1.4282046414677736
9,3,3,1.752307551146172
10,1,1,0.6705099813118928
10,1,2,0.7989346230743023
10,1,3,0.8104566052138287
10,2,1,0.8694050255181458
10,2,2,1.1073143399357648
10,2,3,1.0484229995617533
10,3,1,1.0016787976055306
10,3,2,1.1841594168403982
10,3,3,1.4528810701509673
11,1,1,0.7279927133282754
11,1,2,0.8674271826435646
11,1,3,0.879936942788018
11,2,1,0.9439390033685207
11,2,2,1.2022442518453342
11,2,3,1.1383041646500132
11,3,1,1.0875525884424602
11,3,2,1.285677247029491
11,3,3,1.577436372137315
12,1,1,0.7226014815256071
12,1,2,0.8610033532178735
12,1,3,0.87342047092855
12,2,1,0.9369485570610662
12,2,2,1.193340897008868
12,2,3,1.1298743253106687
12,3,1,1.079498595600857
12,3,2,1.2761560197764554
12,3,3,1.5657544899145222
13,1,1,1.1456935796097751
13,1,2,1.3651314576902758
13,1,3,1.3848189512840414
13,2,1,1.4855435169924518
13,2,2,1.8920567407394384
13,2,3,1.7914297069268963
13,3,1,1.7115583648770067
13,3,2,2.023361141401753
13,3,3,2.4825230949608508
14,1,1,1.4948876447424249
14,1,2,1.781207633410568
14,1,3,1.8068956458539038
14,2,1,1.9383198865752613
14,2,2,2.4687336083757834
14,2,3,2.3374366261367077
14,3,1,2.2332214288759853
14,3,2,2.640058061740756
14,3,3,3.23916723327428
15,1,1,0.6077855883208242
15,1,2,0.72419645262405
15,1,3,0.7346405845362886
15,2,1,0.7880745397551847
15,2,2,1.0037280820744239
15,2,3,0.9503458671129273
15,3,1,0.9079744586650418
15,3,2,1.0733845101333468
15,3,3,1.3169679804828163
16,1,1,1.1241332901685546
16,1,2,1.3394416660418471
16,1,3,1.3587586695955112
16,2,1,1.4575877452451798
16,2,2,1.8564509804423013
16,2,3,1.7577176012798525
16,3,1,1.6793493219016076
16,3,2,1.9852844229587656
16,3,3,2.4358056153271597
17,1,1,0.9521039299822277
17,1,2,1.1344630439946906
17,1,3,1.1508239107706995
17,2,1,1.2345288878810663
17,2,2,1.5723529315935902
17,2,3,1.4887290062609477
17,3,1,1.422353650745247
17,3,2,1.6814706207554089
17,3,3,2.0630472554353685
18,1,1,0.44959828271231367
18,1,2,0.5357110923700501
18,1,3,0.5434369481033793
18,2,1,0.5829637400618969
18,2,2,0.7424895072908122
18,2,3,0.703000989242241
18,3,1,0.6716575141083494
18,3,2,0.7940165770946366
18,3,3,0.9742029982119783
19,1,1,1.0873887283639618
19,1,2,1.2956593161088232
19,1,3,1.314344904476081
19,2,1,1.4099435526399169
19,2,2,1.7957691392543844
19,2,3,1.7002630595452475
19,3,1,1.6244564052966184
19,3,2,1.920391401092857
19,3,3,2.356186400453679
20,1,1,0.6034481606378592
20,1,2,0.7190282653522937
20,1,3,0.7293978633042818
20,2,1,0.782450490105673
20,2,2,0.9965650330436184
20,2,3,0.9435637772581889
20,3,1,0.9014947499846839
20,3,2,1.0657243619195977
20,3,3,1.307569512526532
21,1,1,2.116510154872315e-13
21,1,2,2.5218912319655483e-13
21,1,3,2.558261148718837e-13
21,2,1,2.7443358286865526e-13
21,2,2,3.4953126879995163e-13
21,2,3,3.309418184696579e-13
21,3,1,3.161866946267323e-13
21,3,2,3.7378793762722e-13
21,3,3,4.58611746954129e-13
22,1,1,0.05242171474321947
22,1,2,0.062462191580413086
22,1,3,0.06336300152781008
22,2,1,0.06797169842999519
22,2,2,0.08657189016875778
22,2,3,0.08196765588145902
22,3,1,0.0783131074196238
22,3,2,0.09257978089848824
22,3,3,0.11358893847674115
23,1,1,0.29648122934058824
23,1,2,0.35326710386679117
23,1,3,0.35836181017151075
23,2,1,0.3844271941428494
23,2,2,0.48962420533738077
23,2,3,0.4635840605546886
23,3,1,0.4429150491353356
23,3,2,0.5236030028265416
23,3,3,0.6424243900459711
24,1,1,0.7246750076056039
24,1,2,0.8634740275155411
24,1,3,0.8759267765085632
24,2,1,0.9396371583417884
24,2,2,1.1967652236059438
24,2,3,1.1331165327245036
24,3,1,1.0825962483853107
24,3,2,1.279817986789815
24,3,3,1.5702474682057586
25,1,1,0.7907200997745518
25,1,2,0.9421689198938271
25,1,3,0.9557565817048286
25,2,1,1.0252733705427566
25,2,2,1.3058354532510965
25,2,3,1.2363859777260864
25,3,1,1.1812613993232581
25,3,2,1.3964574403516146
25,3,3,1.7133559481136897
26,1,1,0.3875125475262795
26,1,2,0.46173390363067435
26,1,3,0.46839288377397403
26,2,1,0.5024613587578686
26,2,2,0.6399579614629042
26,2,3,0.6059224750844322
26,3,1,0.5789072698123231
26,3,2,0.6843695770184312
26,3,3,0.8396737713663063
27,1,1,0.7133219126972605
27,1,2,0.8499464427604607
27,1,3,0.8622041012098545
27,2,1,0.9249163666405432
27,2,2,1.1780161443303996
27,2,3,1.1153646033724216
27,3,1,1.0656357932484006
27,3,2,1.2597677643908973
27,3,3,1.545647242795711
28,1,1,0.514904738095578
28,1,2,0.6135258748045522
28,1,3,0.6223739506889515
28,2,1,0.6676422118094726
28,2,2,0.850339914520807
28,2,3,0.8051154867918592
28,3,1,0.7692192112156722
28,3,2,0.9093515553618545
28,3,3,1.115710977853624
29,1,1,1.1346036126738914
29,1,2,1.3519173985401178
29,1,3,1.3714143231572469
29,2,1,1.4711639055688859
29,2,2,1.8737422044017529
29,2,3,1.7740892098067624
29,3,1,1.6949909981629627
29,3,2,2.003775618224483
29,3,3,2.4584930231068562
30,1,1,0.7733879194385851
30,1,2,0.9215170588481819
30,1,3,0.9348068860588999
30,2,1,1.0027999024255578
30,2,2,1.277212207716678
30,2,3,1.2092850291895323
30,3,1,1.1553687533631711
30,3,2,1.3658478071899212
30,3,3,1.6758000616743864
31,1,1,2.0484983038328926
31,1,2,2.4408528819197324
31,1,3,2.476054089250655
31,2,1,2.6561494530374197
31,2,2,3.382994452565981
31,2,3,3.203073475654391
31,3,1,3.0602636427060528
31,3,2,3.6177665127656726
31,3,3,4.438747357723167
32,1,1,0.28271146492816324
32,1,2,0.3368599781754803
32,1,3,0.34171806610903854
32,2,1,0.36657287024905705
32,2,2,0.46688411493397947
32,2,3,0.4420533777745645
32,3,1,0.42234431723815685
32,3,2,0.4992848022760531
32,3,3,0.6125876529162596
33,1,1,0.28463088172204365
33,1,2,0.33914702620680265
33,1,3,0.34403809722284107
33,2,1,0.3690616484226475
33,2,2,0.47005393760540165
33,2,3,0.4450546167844775
33,3,1,0.42521174525531513
33,3,2,0.5026746033747155
33,3,3,0.6167467025997594
34,1,1,0.25393585581948036
34,1,2,0.30257289661407233
34,1,3,0.3069365071148628
34,2,1,0.3292614806072711
34,2,2,0.4193626081786473
34,2,3,0.39705925202431935
34,3,1,0.3793562658508285
34,3,2,0.44846541188503225
34,3,3,0.550235802949358
35,1,1,0.05275201913066195
35,1,2,0.06285576008593305
35,1,3,0.06376224595368737
35,2,1,0.06839998182979086
35,2,2,0.0871173716603877
35,2,3,0.08248412651769518
35,3,1,0.07880655108322124
35,3,2,0.09316311755523485
35,3,3,0.11430465189679202
36,1,1,1.248680307982751
36,1,2,1.4878435206089127
36,1,3,1.5093007287155036
36,2,1,1.6190794548676086
36,2,2,2.0621342702750054
36,2,3,1.9524618431891934
36,3,1,1.8654108430222716
36,3,2,2.205241661619865
36,3,3,2.7056778164418365
37,1,1,0.8074872608878875
37,1,2,0.9621475420135145
37,1,3,0.9760233291862002
37,2,1,1.047014216379361
37,2,2,1.3335255972583242
37,2,3,1.2626034507518928
37,3,1,1.2063099597494626
37,3,2,1.4260692168790705
37,3,3,1.7496875340120437
38,1,1,1.3075573652621848
38,1,2,1.557997464437212
38,1,3,1.580466410506412
38,2,1,1.695421360153354
38,2,2,2.1593668419530254
38,2,3,2.0445232035249465
38,3,1,1.9533676245556733
38,3,2,2.3092219508869722
38,3,3,2.8332543840868354
39,1,1,1.7846445968476317
39,1,2,2.1264625405193254
39,1,3,2.1571297099029167
39,2,1,2.3140281643941814
39,2,2,2.9472529997417554
39,2,3,2.790506470489559
39,3,1,2.6660910407715583
39,3,2,3.1517856019617403
39,3,3,3.8670212584069388
40,1,1,1.3863564546650093
40,1,2,1.6518891626151693
40,1,3,1.675712185023298
40,2,1,1.79759481952383
40,2,2,2.2894996723382013
40,2,3,2.1677350571543337
40,3,1,2.071086046839258
40,3,2,2.4483857013985384
40,3,3,3.0039986064390507
41,1,1,0.7319436198866107
41,1,2,0.8721348173245719
41,1,3,0.8847124694856526
41,2,1,0.9490618771704119
41,2,2,1.208768980200953
41,2,3,1.144481882238607
41,3,1,1.0934548709454914
41,3,2,1.292654776576412
41,3,3,1.5859973145670008
42,1,1,0.7169290552003738
42,1,2,0.85424447130056
42,1,3,0.8665641145565249
42,2,1,0.9295935048001136
42,2,2,1.183973163213361
42,2,3,1.1210048045153802
42,3,1,1.0710245246111176
42,3,2,1.2661381867291142
42,3,3,1.5534633069948691
43,1,1,0.482592078567848
43,1,2,0.5750242817189352
43,1,3,0.5833170998199518
43,2,1,0.625744567681491
43,2,2,0.7969771425207375
43,2,3,0.754590757302229
43,3,1,0.7209471394415194
43,3,2,0.8522855293079923
43,3,3,1.045694941310486
44,1,1,1.5414867457096018
44,1,2,1.8367319898026546
44,1,3,1.8632207569312695
44,2,1,1.9987417948162456
44,2,2,2.545689737541991
44,2,3,2.410299925080148
44,3,1,2.3028360993913646
44,3,2,2.722354769865241
44,3,3,3.340139558173606
45,1,1,0.6413749549241718
