index,attr_1,attr_2,utility
1,1,1,1.0
1,1,2,2.9020700711972376
1,1,3,4.387406596419398
1,2,1,3.46568637136757
1,2,2,7.521801195805068
1,2,3,10.365825958731001
1,3,1,5.433905769800442
1,3,2,11.147503037476849
1,3,3,15.018424689849148
2,1,1,1.6450265271263682
2,1,2,4.773982250698964
2,1,3,7.217400236399123
2,2,1,5.701146015599978
2,2,2,12.373562498870175
2,2,3,17.052058677687615
2,3,1,8.938919137226755
2,3,2,18.337938207871183
2,3,3,24.705707010451448
3,1,1,3.050363823808981
3,1,2,8.85236955933881
3,1,3,13.383186362058622
3,2,1,10.571604331887452
3,2,2,22.944230257566918
3,2,3,31.619540508413102
3,3,1,16.57538958218616
3,3,2,34.00393999132011
3,3,3,45.81165936451547
4,1,1,1.5462781037750444
4,1,2,4.487407406713173
4,1,3,6.784150752401508
4,2,1,5.35891495059726
4,2,2,11.630796490022323
4,2,3,16.028449707528708
4,3,1,8.402329509819301
4,3,2,17.237139858616253
4,3,3,23.222661251108253
5,1,1,0.941808919992674
5,1,2,2.7331954794973328
5,1,3,4.132098668142487
5,2,1,3.2640143384510205
5,2,2,7.0840994606207754
5,2,3,9.76262735102447
5,3,1,5.117700924397714
5,3,2,10.498817796341124
5,3,3,14.144486337138137
6,1,1,0.706943698943345
6,1,2,2.0516001507249517
6,1,3,3.1016494480411607
6,2,1,2.450045142752129
6,2,2,5.317489960078911
6,2,3,7.32805534586824
6,3,1,3.841465444612309
6,3,2,7.8806570312960575
6,3,3,10.617180702544015
7,1,1,2.495042317546181
7,1,2,7.240787636121366
7,1,3,10.946765122347653
7,2,1,8.647034155905157
7,2,2,18.767212287703114
7,2,3,25.86317442335256
7,3,1,13.55782484521046
7,3,2,27.81349181347933
7,3,3,37.471605144054
8,1,1,1.3071742286444719
8,1,2,3.7935112067894567
8,1,3,5.735104833424194
8,2,1,4.530255909216062
8,2,2,9.832304676143554
8,2,3,13.549940551867039
8,3,1,7.103061583165639
8,3,2,14.571728684325706
8,3,3,19.631697709408648
9,1,1,0.7646957780509228
9,1,2,2.2192007310524686
9,1,3,3.3550313008746824
9,2,1,2.650195736233403
9,2,2,5.7518896177705185
9,2,3,7.926703346652257
9,3,1,4.155284800492948
9,3,2,8.524448508568385
9,3,3,11.484525953303384
10,1,1,1.161735955708948
10,1,2,3.371439147696657
10,1,3,5.097007995375031
10,2,1,4.02621246882818
10,2,2,8.738346900861305
10,2,3,12.04235272687898
10,3,1,6.312763712711483
10,3,2,12.950455095011565
10,3,3,17.447443960304756
11,1,1,1.115580547707646
11,1,2,3.237492919512181
11,1,3,4.89450545384969
11,2,1,3.8662523003531573
11,2,2,8.391175097764243
11,2,3,11.563913800483265
11,3,1,6.061959574865714
11,3,2,12.435937544121069
11,3,3,16.754262441207945
12,1,1,1.1338262898296256
12,1,2,3.2904433416511614
12,1,3,4.974556943192232
12,2,1,3.92948632016079
12,2,2,8.528415942675702
12,2,3,11.753045987807594
12,3,1,6.1611052182566315
12,3,2,12.639332009846859
12,3,3,17.028284745177306
13,1,1,2.0674444513305126
13,1,2,5.999868666069074
13,1,3,9.070719423498176
13,2,1,7.165114058535661
13,2,2,15.550906146278402
13,2,3,21.4307693618362
13,3,1,11.234298332826782
13,3,2,23.046843301021546
13,3,3,31.049758792753796
14,1,1,1.3926856844031643
14,1,2,4.041671443291265
14,1,3,6.110278358489307
14,2,1,4.826611796034763
14,2,2,10.475504846324322
14,2,3,14.436337419739372
14,3,1,7.567722775996832
14,3,2,15.524967897134799
14,3,3,20.915945067839942
15,1,1,1.2775170635591724
15,1,2,3.7074440355988534
15,1,3,5.604986791697852
15,2,1,4.427473476366542
15,2,2,9.609229376340762
15,2,3,13.242519540163473
