index,attr_1,attr_2,utility
1,1,1,1.0
1,1,2,1.3517409037263965
1,1,3,1.4915804313468803
1,2,1,1.4020834514689664
1,2,2,1.878246708807141
1,2,3,2.026173441479079
1,3,1,1.590938557791598
1,3,2,2.2619912739131642
1,3,3,2.4040819857961875
2,1,1,0.5509284572009245
2,1,2,0.7447125306253671
2,1,3,0.8217541058330262
2,2,1,0.772447672784745
2,2,2,1.0347795615258324
2,2,3,1.1162766081355568
2,3,1,0.876493325145589
2,3,2,1.2461953627389335
2,3,3,1.3244771794192285
3,1,1,0.300026861500276
3,1,2,0.4055585809065776
3,1,3,0.4475141954922324
3,2,1,0.4206626975057086
3,2,2,0.5635244651666294
3,2,3,0.6079064585021813
3,3,1,0.4773243023339887
3,3,2,0.6786581426531779
3,3,3,0.7212891729877814
4,1,1,0.5165278713101593
4,1,2,0.6982118515646666
4,1,3,0.7704428650914933
4,2,1,0.7242151805864664
4,2,2,0.9701667742954653
4,2,3,1.0465750546323684
4,3,1,0.821764106641349
4,3,2,1.1683815376365223
4,3,3,1.2417753505784055
5,1,1,0.32629793302097465
5,1,2,0.44107026286582757
5,1,3,0.48669961168302084
5,2,1,0.45749693213723786
5,2,2,0.6128680187872186
5,2,3,0.6611362058966184
5,3,1,0.5191199629707689
5,3,2,0.738083077189347
5,3,3,0.7844469827782562
6,1,1,0.7376771988508614
6,1,2,0.9971484434330201
6,1,3,1.100304874456726
6,2,1,1.0342849930347748
6,2,2,1.3855397709037014
6,2,3,1.4946619486962969
6,3,1,1.1735990988555351
6,3,2,1.6686193867653547
6,3,3,1.7734364650899481
7,1,1,1.0003845139065273
7,1,2,1.3522606669019013
7,1,3,1.4921539647654372
7,2,1,1.4026225720541683
7,2,2,1.8789689207865667
7,2,3,2.0269525333443643
7,3,1,1.5915502957914995
7,3,2,2.262861041014428
7,3,3,2.405006388752158
8,1,1,0.5633298067273673
8,1,2,0.7614759420416678
8,1,3,0.8402517161089612
8,2,1,0.789835399731653
8,2,2,1.0580723554586404
8,2,3,1.1414038931845343
8,3,1,0.8962231102758574
8,3,2,1.2742471071524943
8,3,3,1.3542910404153117
9,1,1,0.5715218578625483
9,1,2,0.7725494726465101
9,1,3,0.8524708192747901
9,2,1,0.8013213390618777
9,2,2,1.073459048541674
9,2,3,1.1580024096258765
9,3,1,0.9092561602942172
9,3,2,1.2927774553357239
9,3,3,1.3739854029761214
10,1,1,0.49578663806318013
10,1,2,0.670175078190995
10,1,3,0.7395056474582978
10,2,1,0.6951342406878188
10,2,2,0.9312096212127253
10,2,3,1.0045497186838164
10,3,1,0.7887660789325808
10,3,2,1.1214650490216578
10,3,3,1.1919117253661458
11,1,1,0.26047134860470444
11,1,2,0.3520897761577565
11,1,3,0.38851396650530867
11,2,1,0.36520256746046037
11,2,2,0.48922945325534367
11,2,3,0.527760128809091
11,3,1,0.41439391169520107
11,3,2,0.5891839176482353
11,3,3,0.6261944769966089
12,1,1,0.9573086703339195
12,1,2,1.2940332871822875
12,1,3,1.427902879428776
12,2,1,1.342226644622949
12,2,2,1.7980618593672246
12,2,3,1.9396734031282388
12,3,1,1.5230192753424383
12,3,2,2.16542385873674
12,3,3,2.301448529196277
13,1,1,1.16316073359317
13,1,2,1.57229194120629
13,1,3,1.734947788738654
13,2,1,1.6308484159694867
13,2,2,2.184702819685071
13,2,3,2.3567653865778033
13,3,1,1.850517259982535
13,3,2,2.6310594295461853
13,3,3,2.796333766216818
14,1,1,0.572366321718832
14,1,2,0.7736909689827673
14,1,3,0.8537304050378026
14,2,1,0.8025053478601368
14,2,2,1.0750451600004454
14,2,3,1.1597134398637676
14,3,1,0.9105996504038403
14,3,2,1.2946876252097728
14,3,3,1.3760155633206692
15,1,1,0.42382315416058286
15,1,2,0.5728990934251982
15,1,3,0.6321663230976375
15,2,1,0.594235430797934
15,2,2,0.7960444444183764
15,2,3,0.8587392188440666
15,3,1,0.6742765976389239
15,3,2,0.9586842763935923
15,3,3,1.0189056100807778
