step,reward,reward_std,loss,kl,entropy,frac_reward_zero_std,grad_norm,learning_rate,epoch
260,-0.3336228385567665,0.25669531226158143,0.0008529948070645332,9.763153890745002e-05,0.16656867149285973,0.6,6.569577217102051,1.7266666666666665e-07,0.0026289180990899897
270,-0.25209912844002247,0.149617438018322,1.918140878842678e-06,4.7722086310386655e-05,0.12175767908338457,0.6,0.00046144609223119915,1.7933333333333332e-07,0.002730030333670374
280,0.07675393745303154,0.3452290087938309,1.8656253814697266e-06,4.6817399561405185e-05,0.1293104319833219,0.6,11.372447967529297,1.86e-07,0.0028311425682507585
290,-0.3242806991562247,0.3089554365724325,6.4104795455932615e-06,0.0001599196344614029,0.1240693457890302,0.5,5.739725112915039,1.9266666666666667e-07,0.0029322548028311427
300,0.04614140391349793,0.026366516947746277,1.7554386431584134e-06,4.3892860412597655e-05,0.06834502371493727,0.9,5.035057711211266e-06,1.9933333333333332e-07,0.003033367037411527
310,-0.0025298984721302984,0.20258740689605476,-0.005631083250045776,0.00016420688480138778,0.12757174980361013,0.6,3.336935606057523e-06,2.06e-07,0.003134479271991911
320,-0.14010355174541472,0.13083512783050538,2.950981252070051e-06,7.373951375484466e-05,0.11713353705126792,0.6,5.968146797385998e-05,2.1266666666666667e-07,0.0032355915065722953
330,0.03532834649085999,0.020187626779079437,4.747416824102402e-08,1.191161572933197e-06,0.0725038540782407,0.9,1.1105525493621826,2.193333333333333e-07,0.0033367037411526795
340,0.016416199505329132,0.228186796233058,6.122186459833756e-06,0.0001531394198536873,0.1177234803326428,0.4,1.7200454749399796e-07,2.2599999999999999e-07,0.0034378159757330637
350,-0.09779572486877441,0.34517728686332705,-0.019537869095802306,0.00013740062713623046,0.12850674311630428,0.6,0.006396162323653698,2.3266666666666666e-07,0.003538928210313448
360,0.035968436300754546,0.15911794044077396,8.518691174685955e-06,0.0002129044383764267,0.13155883718281985,0.4,0.756354808807373,2.3933333333333333e-07,0.003640040444893832
370,0.01079351156949997,0.006167721375823021,4.188786988379434e-07,1.0477006435394287e-05,0.08943926140200346,0.9,6.366842058014299e-07,2.46e-07,0.0037411526794742162
380,0.05370984971523285,0.08104004934430123,2.2961292415857313e-06,5.741249769926071e-05,0.10011810651049018,0.6,0.6382529735565186,2.526666666666666e-07,0.0038422649140546004
390,-0.26915936470031737,0.36416463553905487,2.153962850570679e-06,5.383230745792389e-05,0.1152506988728419,0.7,15.42955493927002,2.5933333333333335e-07,0.003943377148634985
400,0.00403110459446907,0.022174887359142303,4.070557770319283e-06,0.00010177455842494965,0.11800962905399501,0.8,1.1725636568371556e-06,2.66e-07,0.004044489383215369
410,0.045012138038873675,0.30359326079487803,3.90585046261549e-06,9.781215339899063e-05,0.1285232968395576,0.4,0.5717604756355286,2.7266666666666665e-07,0.004145601617795753
420,-0.0809697013348341,0.1626277120783925,2.4682654839125463e-06,6.139818578958512e-05,0.10595794047694654,0.6,1.1471199286461342e-05,2.793333333333333e-07,0.004246713852376138
430,0.11052475497126579,0.3661469578742981,6.094805939937942e-06,0.00015240777283906937,0.10786585218738765,0.6,2.868738135930471e-07,2.8599999999999994e-07,0.004347826086956522
440,-0.2673839882016182,0.30707701444625857,5.0657428801059725e-06,0.00012684222310781478,0.13230453149881213,0.6,0.8227081894874573,2.9266666666666667e-07,0.004448938321536906
450,-0.027595377713441848,0.06247241050004959,3.3394971978850663e-06,8.347127586603165e-05,0.11950329574756324,0.7,4.788359092344763e-06,2.9933333333333334e-07,0.00455005055611729
460,-0.22714003622531892,0.4311820063740015,0.022643885016441344,7.030665874481201e-05,0.10584568160120397,0.4,2.8426101207733154,3.0599999999999996e-07,0.004651162790697674
470,-0.12493406161665917,0.1063946831971407,-0.005183053761720657,0.00029329477401915935,0.10220463320147247,0.6,0.2806759774684906,3.1266666666666663e-07,0.0047522750252780585
480,-0.2408039540052414,0.26442890167236327,6.130399560788646e-06,0.00015333462506532668,0.15661337843630463,0.5,0.0010005489457398653,3.1933333333333336e-07,0.004853387259858443
490,-0.005514851212501526,0.12741154581308364,7.483283116016537e-06,0.00018713735044002534,0.15009472814854236,0.6,3.00351621262962e-05,3.26e-07,0.004954499494438827
500,0.08020022884011269,0.09861321784555913,9.649465937400237e-06,0.00024128984659910202,0.1407790525117889,0.5,3.615932655520737e-05,3.3266666666666665e-07,0.005055611729019211
510,0.12702368795871735,0.5691143065690994,8.94517928827554e-05,0.00015190336853265762,0.10824093415867538,0.5,7.3430524025752675e-06,3.3933333333333333e-07,0.005156723963599595
520,-0.14814286679029465,0.35551193356513977,-0.0019059134647250175,0.00017915833741426467,0.13413015420082958,0.3,3.9373347759246826,3.4599999999999995e-07,0.0052578361981799795
530,-0.127674862742424,0.1497027188539505,0.0001927082659676671,8.464697748422623e-05,0.09868577013257891,0.8,4.89780006773799e-07,3.526666666666667e-07,0.005358948432760364
540,-0.2824486672878265,0.2630863755941391,-0.0033247247338294983,0.0001676015555858612,0.1615176149411127,0.5,1.736761450767517,3.5933333333333335e-07,0.005460060667340748
550,-0.02619902491569519,0.10470271855592728,1.4125336747383698e-06,3.520604223012924e-05,0.09503972146194428,0.7,0.0021747371647506952,3.6599999999999997e-07,0.005561172901921132
560,-0.2690977264195681,0.2433802869170904,1.0098610073328018e-05,0.000252462737262249,0.11839719605632126,0.4,2.5799882411956787,3.7266666666666664e-07,0.005662285136501517
570,-0.34338049590587616,0.20696942061185836,2.939440310001373e-06,7.362794131040573e-05,0.12324533110950142,0.6,5.411884307861328,3.793333333333333e-07,0.005763397371081901
580,-0.14228396005928517,0.15192599631845952,1.816852018237114e-05,0.00045427214354276657,0.12230313688050956,0.5,0.9130885004997253,3.86e-07,0.0058645096056622855
590,0.039628909155726436,0.06578751485794783,6.702542304992676e-06,0.00016757696866989135,0.11140166206751019,0.7,5.772239685058594,3.9266666666666666e-07,0.00596562184024267
600,-0.256955948472023,0.3410755142569542,1.2620724737644195e-05,0.0003157308325171471,0.14533147774636745,0.3,1.5360212326049805,3.993333333333333e-07,0.006066734074823054
610,0.09329815357923507,0.2948335915803909,-0.013654743134975434,0.000606410950422287,0.125154542340897,0.6,1.3233981917437632e-05,4.06e-07,0.006167846309403438
620,-0.1957656905055046,0.11966696828603744,6.162561476230621e-06,0.00015396252274513245,0.12233189772814512,0.6,1.437577247619629,4.126666666666667e-07,0.006268958543983822
630,-0.15474325120449067,0.13981399200856687,7.0232839789241556e-06,0.00017562899738550187,0.08325515552423894,0.8,0.12452322244644165,4.193333333333333e-07,0.006370070778564206
640,-0.034654083847999576,0.06902221888303757,1.490139402449131e-05,0.0003725554794073105,0.12390312254428863,0.7,0.9845971465110779,4.26e-07,0.006471183013144591
650,-0.19296270608901978,0.39288250245153905,8.248910307884217e-06,0.00020613428205251694,0.12558921247255056,0.4,2.436479091644287,4.3266666666666665e-07,0.006572295247724975
660,-0.16685511991381646,0.19246625788509847,6.387910689227283e-05,0.0005846600979566574,0.16995564156677573,0.5,0.1770268976688385,4.393333333333333e-07,0.006673407482305359
670,0.016391757130622863,0.00936671793460846,1.8912134692072868e-06,4.7293677926063535e-05,0.09209166958462447,0.9,0.5519675612449646,4.46e-07,0.006774519716885743
680,-0.1010568991303444,0.2123114749789238,1.5605778025928883e-05,0.0003902414813637733,0.10737987691536546,0.8,0.00021204234508331865,4.526666666666666e-07,0.006875631951466127
690,0.0008956342935562134,0.022975336760282516,-0.0017872344702482223,0.00013289470225572587,0.08362314275000245,0.8,0.00021512432431336492,4.593333333333333e-07,0.0069767441860465115
700,-0.18987414836883545,0.12443762086331844,1.3876541925128549e-05,0.00034684371203184126,0.11973127238452434,0.6,3.248600842198357e-05,4.66e-07,0.007077856420626896
710,-0.010355430841445922,0.23098368532955646,-0.014173878729343415,0.00024336930364370345,0.11760797912720591,0.3,0.5718944072723389,4.7266666666666664e-07,0.00717896865520728
720,-0.24181134700775148,0.2762255609035492,-0.016607186198234557,0.0005562494819287167,0.11369451209902763,0.7,4.465069650905207e-06,4.793333333333333e-07,0.007280080889787664
730,-0.19099745294079185,0.4142594617791474,8.419998921453953e-05,0.002105113863945007,0.1567665240727365,0.3,1.5235636234283447,4.86e-07,0.007381193124368048
740,-0.06219332367181778,0.08700239732861519,2.265326911583543e-05,0.0005663588643074035,0.0787457087310031,0.7,5.339560402717325e-07,4.926666666666667e-07,0.0074823053589484325
750,0.022341082245111464,0.3974680438637733,7.676398381590843e-05,0.0019191544502973556,0.11471913799177855,0.4,1.148765206336975,4.993333333333333e-07,0.007583417593528817
760,-0.22992320880293846,0.40517646446824074,0.00019861385226249695,0.0027368588373064993,0.15788836099673062,0.5,0.33472293615341187,5.06e-07,0.007684529828109201
770,0.0814546444453299,0.20062821870669723,5.883947014808655e-05,0.0014712831005454063,0.1313256279565394,0.4,2.3922154903411865,5.126666666666667e-07,0.007785642062689585
780,-0.056440350413322446,0.10570706240832806,-0.00014104507863521576,0.00105187607332482,0.12723766770213843,0.5,0.6072113513946533,5.193333333333332e-07,0.00788675429726997
790,-0.1324866570532322,0.07971316576004028,3.9754435420036316e-05,0.0009940292686223984,0.1291807387722656,0.6,0.8433895111083984,5.26e-07,0.007987866531850353
800,-0.16134075522422792,0.1988620474934578,0.0037688352167606354,0.0022063134238123894,0.1251213789684698,0.6,3.7398579120635986,5.326666666666666e-07,0.008088978766430738
810,-0.01391960382461548,0.02254972793161869,2.7218388277105986e-05,0.0006804972887039185,0.11652104866225273,0.8,8.489283231938316e-08,5.393333333333333e-07,0.008190091001011122
820,-0.026256513968110084,0.027234330028295516,9.671772713772952e-05,0.0024179697036743166,0.10379628813825548,0.6,4.868185715167783e-05,5.46e-07,0.008291203235591507
830,-0.1709124267101288,0.17230011597275735,0.00017886188579723238,0.004471706226468086,0.11931902079377324,0.5,0.6346125602722168,5.526666666666666e-07,0.00839231547017189
840,-0.17653396725654602,0.35610479228198527,0.00020481683313846588,0.00512026809155941,0.1790450630011037,0.4,4.880091190338135,5.593333333333333e-07,0.008493427704752275
850,-0.12252408415079116,0.3247181951999664,9.567923261784017e-05,0.0048381688073277475,0.1493854179047048,0.5,0.2550647258758545,5.66e-07,0.008594539939332659
860,0.01605796944350004,0.4395729864016175,0.00021247584372758866,0.005315230786800384,0.16119404800701886,0.5,7.31412073946558e-05,5.726666666666666e-07,0.008695652173913044
870,-0.30539129972457885,0.31860497072339056,0.0003579125739634037,0.008947767689824105,0.1436176334740594,0.5,1.6858144998550415,5.793333333333333e-07,0.008796764408493427
880,-0.020999597758054732,0.17744320556521415,0.00041835876181721686,0.010459000617265702,0.13801713269203902,0.7,0.00028591600130312145,5.86e-07,0.008897876643073812
890,0.015218229591846466,0.07327117174863815,0.0017991866916418076,0.005412825819803402,0.11391600095666946,0.6,2.3411037921905518,5.926666666666667e-07,0.008998988877654197
900,0.020868979021906854,0.3337345071136951,0.0012505298480391502,0.03126295953989029,0.19004235789179802,0.5,0.0003159526386298239,5.993333333333333e-07,0.00910010111223458
910,-0.11664841733872891,0.33767771972343325,-0.0042393732815980915,0.02607126496732235,0.19887934532016516,0.3,2.2960593700408936,6.06e-07,0.009201213346814965
920,0.025104983896017074,0.3912545934319496,-0.0011978155933320522,0.02230716049671173,0.16972255355212837,0.5,7.052523415040923e-06,6.126666666666667e-07,0.009302325581395349
930,-0.10011586621403694,0.3388890616595745,0.0013701735995709896,0.03425770867615938,0.19044689575675874,0.5,0.00030883250292390585,6.193333333333332e-07,0.009403437815975734
940,0.16095368787646294,0.2993352934718132,0.002307635918259621,0.057690809667110446,0.2373710319865495,0.2,1.8538750410079956,6.26e-07,0.009504550050556117
950,-0.06686287615448236,0.13133501606062054,0.0007140588946640492,0.017851560190320016,0.1512645401991904,0.5,1.504865050315857,6.326666666666667e-07,0.009605662285136502
960,-0.10891928002238274,0.33069463148713113,0.0019678691402077674,0.049196761287748816,0.18971372819505633,0.3,1.6302717924118042,6.393333333333333e-07,0.009706774519716885
970,0.08780346065759659,0.3291951298713684,0.0062590382993221285,0.024594374373555182,0.1790735635906458,0.5,0.9514151811599731,6.46e-07,0.00980788675429727
980,-0.11510813049972057,0.11618006527423859,0.001750086434185505,0.043752164021134375,0.18520735423080623,0.3,0.0011362649966031313,6.526666666666666e-07,0.009908998988877654
990,-0.1395811782218516,0.3232396155595779,0.0009537359699606895,0.12412823662161827,0.3000412249006331,0.3,0.6538005471229553,6.593333333333333e-07,0.010010111223458039
1000,0.2054925653268583,0.4888839516672306,0.004716030508279801,0.11790098901838064,0.26516524590551854,0.2,0.20388156175613403,6.66e-07,0.010111223458038422
1010,-0.0009474124759435654,0.3158843839541078,0.005805173888802528,0.14512935169041158,0.2383314129896462,0.3,0.0007672836072742939,6.726666666666666e-07,0.010212335692618807
1020,0.4514767337590456,0.7630301553755998,0.022585195302963258,0.14751052167266607,0.2525051948847249,0.1,3.652760085515183e-07,6.793333333333333e-07,0.01031344792719919
1030,0.028481997922062872,0.668840515613556,0.0033842697739601135,0.1799293516203761,0.2758442474529147,0.2,1.337938904762268,6.86e-07,0.010414560161779576
1040,-0.003509199805557728,0.44901240097824485,0.003407631441950798,0.22179329805076123,0.28618760891258715,0.1,11.889265060424805,6.926666666666666e-07,0.010515672396359959
1050,0.051742278039455414,0.7427368951961398,0.009665772318840027,0.241644424572587,0.2599194579292089,0.2,24.1995792388916,6.993333333333333e-07,0.010616784630940344
1060,0.0848344711586833,0.49460179805755616,0.016650648415088655,0.25022328905761243,0.28469540681689975,0.3,0.001071713981218636,7.059999999999999e-07,0.010717896865520727
1070,0.13902537552639843,0.5129408437758685,0.010748571157455445,0.2687140714377165,0.26584495771676303,0.1,40.3212776184082,7.126666666666667e-07,0.010819009100101112
1080,0.09432279150933028,0.5267631780356169,0.014863413572311402,0.3715853914618492,0.2676013799849898,0.0,3.313159227371216,7.193333333333333e-07,0.010920121334681496
1090,0.20430199187248946,0.45505586378276347,0.007545176148414612,0.18862940836697817,0.3114557503722608,0.2,2.378091335296631,7.259999999999999e-07,0.01102123356926188
1100,-0.03668840229511261,0.5992540664970875,0.0007376685738563537,0.26879455558955667,0.3304020852781832,0.0,6.727768421173096,7.326666666666667e-07,0.011122345803842264
1110,-0.09354526679962874,0.5975600428879261,0.009819516539573669,0.3305427011102438,0.33555935746990145,0.1,0.9000058174133301,7.393333333333333e-07,0.01122345803842265
1120,0.6019917719066143,0.8667448416352272,0.010905535519123077,0.2726381624117494,0.23609525123611091,0.0,0.8776776194572449,7.459999999999999e-07,0.011324570273003034
1130,0.042989587783813475,0.5037062637507915,0.012418606132268906,0.31855116318911314,0.29842275513801725,0.1,3.877652406692505,7.526666666666667e-07,0.011425682507583418
1140,0.37693181773647666,0.5749020886141807,0.013927687704563142,0.5247382808476686,0.2894199668429792,0.1,1.495737075805664,7.593333333333333e-07,0.011526794742163803
1150,0.07472345288842916,0.3039642985910177,0.013644002377986908,0.3411001555621624,0.30477688275277615,0.1,0.4949117600917816,7.66e-07,0.011627906976744186
1160,0.1672489390010014,0.4930995823815465,0.016711163520812988,0.4177788311615586,0.32046843809075654,0.1,2.839278221130371,7.726666666666666e-07,0.011729019211324571
1170,0.004870570451021195,0.34308200180530546,0.018254479765892027,0.4075982918962836,0.3337599282152951,0.1,0.004093763418495655,7.793333333333333e-07,0.011830131445904954
1180,0.042361234221607445,0.20111097991466523,0.017214249074459075,0.43035613410174844,0.32074435856193306,0.2,1.9277642965316772,7.86e-07,0.01193124368048534
1190,0.17312228521332146,0.34107870832085607,0.019158323109149934,0.4789582103490829,0.287249606102705,0.0,3.370842218399048,7.926666666666666e-07,0.012032355915065723
1200,0.11150623559951782,0.2699386917054653,0.022687411308288573,0.5671853292733431,0.33365308535285293,0.0,2.2654037475585938,7.993333333333333e-07,0.012133468149646108
1210,0.465654094517231,0.7686025083065033,0.03212679028511047,0.8031689174473285,0.3017976810224354,0.0,1.288115382194519,8.06e-07,0.012234580384226491
1220,0.04168620652053505,0.32034593760035934,0.027841714024543763,0.7005713196471334,0.3548969794996083,0.0,1.3106416463851929,8.126666666666666e-07,0.012335692618806876
1230,-0.026993323868373408,0.25821468795184044,0.025532209873199464,0.6383054573088884,0.353317078622058,0.1,4.6806440353393555,8.193333333333333e-07,0.01243680485338726
1240,0.14892826124560088,0.3599933906458318,0.021501317620277405,0.5430110484361649,0.2975731288082898,0.2,16.48998260498047,8.259999999999999e-07,0.012537917087967644
1250,0.5361642185831442,0.49092172626405955,0.01988425701856613,0.6101424869149923,0.30399174662306905,0.1,6.000284194946289,8.326666666666666e-07,0.012639029322548028
1260,0.1426079618278891,0.37575213592499496,0.016578322649002074,0.4280732378363609,0.3127090037800372,0.0,15.871633529663086,8.393333333333334e-07,0.012740141557128413
1270,0.20775348246097564,0.6065455108880997,0.01545831710100174,0.38645783346146345,0.28132495167665184,0.1,4.552734375,8.459999999999999e-07,0.012841253791708796
1280,0.24665565211325885,0.5453524373704568,0.024192865192890167,0.37685256742988715,0.2990320725366473,0.2,23.530046463012695,8.526666666666666e-07,0.012942366026289181
1290,0.13437133505940438,0.4287984296679497,0.011028044670820237,0.27570131346583365,0.24002623413689433,0.4,2.41794753074646,8.593333333333333e-07,0.013043478260869565
1300,0.3475855328142643,0.5159796267747879,9.449422359466552e-05,0.20158547554165124,0.24820418192539365,0.4,25.54739761352539,8.659999999999999e-07,0.01314459049544995
1310,0.21016212329268455,0.40392638072371484,0.015801112353801727,0.17572327852249145,0.23722399391699583,0.4,1.9212400275137043e-06,8.726666666666666e-07,0.013245702730030333
1320,0.09766076263040305,0.669035355374217,0.0003576311282813549,0.21529174037277699,0.28136645960621537,0.2,0.7747196555137634,8.793333333333333e-07,0.013346814964610718
1330,0.24757495224475862,0.48772477060556413,0.01708347201347351,0.4035164549946785,0.32347077690064907,0.0,4.060493469238281,8.86e-07,0.013447927199191101
1340,0.006442475505173207,0.15865811062976717,0.012378422915935517,0.3094606317579746,0.26614763042889533,0.2,7.482344150543213,8.926666666666666e-07,0.013549039433771486
1350,0.03199472725391388,0.20916058272123336,0.012856964766979218,0.36000695936381816,0.31373762611765416,0.1,2.175509452819824,8.993333333333333e-07,0.013650151668351871
1360,0.17201072722673416,0.6593453466892243,0.01668248325586319,0.4111826833337545,0.31157061979174616,0.0,2.900878429412842,9.06e-07,0.013751263902932255
1370,-0.04988994337618351,0.5321124887559563,0.014703162014484406,0.36757897362113,0.30070801414549353,0.2,2.427079439163208,9.126666666666666e-07,0.01385237613751264
1380,0.18122320864349603,0.48302707746624945,0.011639291793107987,0.4267184233292937,0.30879955566488204,0.1,14.84555435180664,9.193333333333333e-07,0.013953488372093023
1390,0.033099303394556044,0.6732588171958923,0.015795552730560304,0.4947398915886879,0.28868816485628485,0.2,35.48073196411133,9.26e-07,0.014054600606673408
1400,0.036305482126772405,0.5104091614484787,0.03790896534919739,0.6166663888841868,0.32768789315596225,0.1,17.638378143310547,9.326666666666666e-07,0.014155712841253791
1410,0.1417338378727436,0.40731011927127836,0.015196040272712708,0.3340084994211793,0.2560132157523185,0.5,0.04835629463195801,9.393333333333334e-07,0.014256825075834176
1420,0.3559511072933674,0.5238310515880584,0.02353159785270691,0.5674675732851029,0.24096478908322752,0.1,6.370278835296631,9.459999999999999e-07,0.01435793731041456
1430,0.2221251661423594,0.30678538121283055,0.02104758471250534,0.6652910966426134,0.2914867142215371,0.1,6.263162136077881,9.526666666666666e-07,0.014459049544994945
1440,0.12676036544144154,0.47462166994810107,0.015586307644844056,0.39923343546688556,0.26287344126030804,0.1,26.072208404541016,9.593333333333333e-07,0.014560161779575328
1450,0.026371458917856215,0.5024770006537438,0.008541183918714524,0.3720970321446657,0.28387983818538487,0.3,3.602855576900765e-05,9.66e-07,0.014661274014155713
1460,0.08917114513460547,0.15171750009758397,0.01935545802116394,0.43929749056696893,0.29480068585835395,0.1,0.7513990998268127,9.726666666666666e-07,0.014762386248736097
1470,0.2804904037388042,0.44128201603889466,0.014296795427799224,0.3574198715388775,0.31217553340829907,0.2,0.013268183916807175,9.793333333333333e-07,0.014863498483316482
1480,0.07503049857914448,0.2717582654207945,0.010833320021629334,0.2708329249173403,0.24358243665192275,0.2,1.5697182416915894,9.86e-07,0.014964610717896865
1490,0.3474137458950281,0.6638780245557427,0.01872015595436096,0.5370072586461901,0.24805484870448707,0.1,1.8844653367996216,9.926666666666666e-07,0.01506572295247725
1500,-0.09186496981419623,0.3102390802465379,0.015995678305625916,0.3385275430977345,0.23657682922203094,0.2,5.715754696211661e-07,9.993333333333333e-07,0.015166835187057633
1510,0.2780377669259906,0.8622650325298309,0.014078582823276519,0.3519645147025585,0.28692053840495646,0.0,4.1865925788879395,9.999997539434005e-07,0.015267947421638018
1520,0.3118703931570053,0.5696848973631858,-0.010285566747188567,0.44898316357284784,0.30065194526687267,0.2,0.00042835541535168886,9.999989033776898e-07,0.015369059656218402
1530,0.3413570363074541,0.45846076868474483,0.017219752073287964,0.43049373030662536,0.24813113315030932,0.1,3.3907597064971924,9.999974452661641e-07,0.015470171890798787
1540,-0.020659622550010682,0.3655161254107952,0.007569780945777893,0.32361962608993056,0.21303323255851864,0.3,3.5114994049072266,9.999953796105958e-07,0.01557128412537917
1550,0.15840472802519798,0.4480180285871029,0.013426321744918823,0.3356585934758186,0.23500026944093405,0.2,6.025700569152832,9.999927064134948e-07,0.015672396359959553
1560,0.08427794277667999,0.5141736307181418,0.021249116957187654,0.5312280539423228,0.2989528172649443,0.0,0.9428620934486389,9.999894256781094e-07,0.01577350859453994
1570,0.18953306078910828,0.3360505361109972,0.008305969089269638,0.2076490309089422,0.2348747299052775,0.4,0.04598050191998482,9.999855374084258e-07,0.015874620829120323
1580,0.07156986854970455,0.6149233162403107,0.005713801458477974,0.6800259282812476,0.28769560330547395,0.2,0.04018314555287361,9.999810416091688e-07,0.015975733063700707
1590,0.4194949746131897,0.45518063604831693,-0.01581411957740784,0.4343252444639802,0.1982436866965145,0.3,11.19822883605957,9.99975938285801e-07,0.016076845298281094
1600,-0.052750016748905185,0.2498156324028969,0.029963427782058717,0.7423895120620727,0.20857629685197027,0.3,0.29559218883514404,9.999702274445234e-07,0.016177957532861477
1610,0.23105727024376393,0.2208438199944794,0.02030750960111618,0.5115344256162644,0.22581984221469611,0.3,0.06428251415491104,9.999639090922756e-07,0.01627906976744186
1620,0.2520959824323654,0.6157060293015093,0.027092552185058592,0.6773141916841269,0.2571141278138384,0.3,0.21137577295303345,9.999569832367346e-07,0.016380182002022244
1630,-0.002985105291008949,0.2243304261006415,0.012111235409975052,0.31660177260637284,0.20209333712700756,0.3,0.00175978965125978,9.99949449886316e-07,0.01648129423660263
1640,-0.027022568322718144,0.35978146716952325,0.0171156108379364,0.38682879246771334,0.2135499320924282,0.4,0.003801892278715968,9.999413090501738e-07,0.016582406471183014
1650,0.511819945462048,0.5808846845757216,0.01107700914144516,0.27704434785991905,0.21113136962521822,0.2,0.38142362236976624,9.999325607381997e-07,0.016683518705763397
1660,0.21752397567033768,0.8250978462398052,0.02243637144565582,0.5609093703329563,0.24457900242414327,0.2,36.5717887878418,9.999232049610237e-07,0.01678463094034378
1670,0.014335417933762074,0.502607392705977,0.035929632186889646,0.8982408888638019,0.2304478817153722,0.3,0.007993788458406925,9.99913241730014e-07,0.016885743174924167
1680,0.41875277683138845,0.44100138545036316,0.019202929735183717,0.4800733167678118,0.214538989122957,0.3,2.563286542892456,9.999026710572768e-07,0.01698685540950455
