step,reward,reward_std,loss,kl,entropy,frac_reward_zero_std,grad_norm,learning_rate,epoch
10,-0.010788667201995849,0.009826750308275223,0.0,0.0,0.07043624296784401,0.9,0.0,6e-09,0.00010111223458038423
20,-0.2559692233800888,0.42345048785209655,-0.005670772492885589,0.00015554092824459075,0.1738756761653349,0.6,1.5760735550429672e-05,1.2666666666666666e-08,0.00020222446916076846
30,-0.25904815793037417,0.16248570114839822,-5.629309453070164e-05,7.392875850200653e-05,0.13668703865259885,0.6,0.0001431372802471742,1.9333333333333334e-08,0.00030333670374115267
40,-0.1743936061859131,0.07801397442817688,1.74348424479831e-06,4.381313920021057e-05,0.09911858695559203,0.9,1.900686402223073e-05,2.5999999999999998e-08,0.0004044489383215369
50,-0.19576708935201168,0.0014850346371531487,5.834978651364509e-08,1.5251338481903075e-06,0.0764227230567485,0.9,5.48462367078173e-07,3.266666666666666e-08,0.0005055611729019212
60,-0.0076128564774990085,0.0069340944290161135,-0.001126355491578579,2.6593729853630065e-05,0.14439549499657006,0.9,3.0122911994112656e-05,3.933333333333333e-08,0.0006066734074823053
70,-0.14065132886171341,0.11578620113432407,5.730619159294293e-06,0.00013037659227848052,0.11812424028757959,0.7,1.0861861483135726e-05,4.5999999999999995e-08,0.0007077856420626896
80,0.06057690680027008,0.14932798705995082,0.0002826300449669361,7.009828987065702e-05,0.09141784000676126,0.6,3.685511956064147e-06,5.266666666666666e-08,0.0008088978766430738
90,-0.1238747164607048,0.14961685985326767,-0.00801285058259964,5.102921277284622e-05,0.10290353193413466,0.7,2.980904127980466e-06,5.9333333333333335e-08,0.000910010111223458
100,-0.08887247741222382,0.09990075826644898,-0.005415258556604385,5.0059333443641665e-05,0.09922687977086753,0.7,1.2079779480700381e-05,6.6e-08,0.0010111223458038423
110,0.20275237523019313,0.22428067941218616,0.004131745174527168,0.00033686570823192595,0.11975824763067067,0.6,1.360821806883905e-05,7.266666666666667e-08,0.0011122345803842265
120,0.06927738189697266,0.0631006121635437,1.576445356477052e-06,3.9409101009368894e-05,0.09750565791036933,0.9,3.3118656119768275e-06,7.933333333333333e-08,0.0012133468149646107
130,0.10569237470626831,0.10597921162843704,2.270197910547722e-06,5.682148039340973e-05,0.08423317556735128,0.8,1.1066270417359192e-05,8.599999999999999e-08,0.0013144590495449949
140,0.0005399249494075775,0.14792788494378328,-0.012332848459482192,0.00012509897351264954,0.09462994413916022,0.5,3.0186643600463867,9.266666666666666e-08,0.0014155712841253793
150,-0.19981018900871278,0.22557674646377562,-0.012284740805625916,4.9202889204025266e-05,0.11366131079848855,0.7,6.166635102999862e-06,9.933333333333332e-08,0.0015166835187057635
160,-0.13841483537107707,0.15219303481280805,-0.0012641569599509239,0.0002947945147752762,0.129766772990115,0.5,4.097507189726457e-05,1.06e-07,0.0016177957532861476
170,-0.03886168003082276,0.20576068460941316,4.265614916221239e-06,0.00010659266263246536,0.1354449972975999,0.6,5.8779827668331563e-05,1.1266666666666666e-07,0.0017189079878665318
180,-0.08232792764902115,0.12069340497255325,3.4671975299715996e-06,8.671712130308152e-05,0.08928002566099166,0.6,0.9421054124832153,1.1933333333333332e-07,0.001820020222446916
190,-0.3917958542704582,0.3730813354253769,0.0012707207351922989,0.00024462162400595844,0.1383084713248536,0.5,2.4878304429876152e-06,1.26e-07,0.0019211324570273002
200,-0.46931350119411946,0.41207913141697644,4.0378403355134654e-06,0.00010064896196126938,0.1288632024778053,0.5,1.5113324991489208e-07,1.3266666666666664e-07,0.0020222446916076846
